system,specification_title,specification_title_value
https://www.flipkart.com/dell-60-96-cm-24-inch-hd-monitor-e2422hs-full-1920-x-1080-led-backlit-ips-panel-vga-hdmi-display-port-inbuilt-speakers-height-adjustable-3-years-warranty-black-response-time-10-ms/p/itme6f2d24c42c88?pid=MONG9JG7ZMHWZZGB&lid=LSTMONG9JG7ZMHWZZGB9RDGL7&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_15_358&otracker=AS_QueryStore_OrganicAutoSuggest_1_4_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_4_na_na_na&fm=organic&iid=2519dc0f-da14-431a-9b24-980c7c28142a.MONG9JG7ZMHWZZGB.SEARCH&ppt=None&ppn=None&ssid=rhyggaqam80000001740133788633&qH=08b5411f848a2581,Model Name,"E2422HS - Full HD (1920 x 1080) LED Backlit Monitor - IPS Panel - VGA, HDMI & DISPLAY PORT, Inbuilt Speakers, Height Adjustable, 3 Years Warranty ( Black)) (Response Time: 10 ms)"
https://www.flipkart.com/dell-60-96-cm-24-inch-hd-monitor-e2422hs-full-1920-x-1080-led-backlit-ips-panel-vga-hdmi-display-port-inbuilt-speakers-height-adjustable-3-years-warranty-black-response-time-10-ms/p/itme6f2d24c42c88?pid=MONG9JG7ZMHWZZGB&lid=LSTMONG9JG7ZMHWZZGB9RDGL7&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_15_358&otracker=AS_QueryStore_OrganicAutoSuggest_1_4_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_4_na_na_na&fm=organic&iid=2519dc0f-da14-431a-9b24-980c7c28142a.MONG9JG7ZMHWZZGB.SEARCH&ppt=None&ppn=None&ssid=rhyggaqam80000001740133788633&qH=08b5411f848a2581,Color,"Black, Silver"
https://www.flipkart.com/dell-60-96-cm-24-inch-hd-monitor-e2422hs-full-1920-x-1080-led-backlit-ips-panel-vga-hdmi-display-port-inbuilt-speakers-height-adjustable-3-years-warranty-black-response-time-10-ms/p/itme6f2d24c42c88?pid=MONG9JG7ZMHWZZGB&lid=LSTMONG9JG7ZMHWZZGB9RDGL7&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_15_358&otracker=AS_QueryStore_OrganicAutoSuggest_1_4_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_4_na_na_na&fm=organic&iid=2519dc0f-da14-431a-9b24-980c7c28142a.MONG9JG7ZMHWZZGB.SEARCH&ppt=None&ppn=None&ssid=rhyggaqam80000001740133788633&qH=08b5411f848a2581,Display,60.96 cm (24 inch) LED-backlit LCD monitor / TFT active matrix Display
https://www.flipkart.com/dell-60-96-cm-24-inch-hd-monitor-e2422hs-full-1920-x-1080-led-backlit-ips-panel-vga-hdmi-display-port-inbuilt-speakers-height-adjustable-3-years-warranty-black-response-time-10-ms/p/itme6f2d24c42c88?pid=MONG9JG7ZMHWZZGB&lid=LSTMONG9JG7ZMHWZZGB9RDGL7&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_15_358&otracker=AS_QueryStore_OrganicAutoSuggest_1_4_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_4_na_na_na&fm=organic&iid=2519dc0f-da14-431a-9b24-980c7c28142a.MONG9JG7ZMHWZZGB.SEARCH&ppt=None&ppn=None&ssid=rhyggaqam80000001740133788633&qH=08b5411f848a2581,Screen Resolution Type,HD
https://www.flipkart.com/dell-60-96-cm-24-inch-hd-monitor-e2422hs-full-1920-x-1080-led-backlit-ips-panel-vga-hdmi-display-port-inbuilt-speakers-height-adjustable-3-years-warranty-black-response-time-10-ms/p/itme6f2d24c42c88?pid=MONG9JG7ZMHWZZGB&lid=LSTMONG9JG7ZMHWZZGB9RDGL7&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_15_358&otracker=AS_QueryStore_OrganicAutoSuggest_1_4_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_4_na_na_na&fm=organic&iid=2519dc0f-da14-431a-9b24-980c7c28142a.MONG9JG7ZMHWZZGB.SEARCH&ppt=None&ppn=None&ssid=rhyggaqam80000001740133788633&qH=08b5411f848a2581,Sales Package,"1 Monitor product With Accesias, Warrenty Card"
https://www.flipkart.com/dell-60-96-cm-24-inch-hd-monitor-e2422hs-full-1920-x-1080-led-backlit-ips-panel-vga-hdmi-display-port-inbuilt-speakers-height-adjustable-3-years-warranty-black-response-time-10-ms/p/itme6f2d24c42c88?pid=MONG9JG7ZMHWZZGB&lid=LSTMONG9JG7ZMHWZZGB9RDGL7&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_15_358&otracker=AS_QueryStore_OrganicAutoSuggest_1_4_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_4_na_na_na&fm=organic&iid=2519dc0f-da14-431a-9b24-980c7c28142a.MONG9JG7ZMHWZZGB.SEARCH&ppt=None&ppn=None&ssid=rhyggaqam80000001740133788633&qH=08b5411f848a2581,Screen Form Factor,Flat
https://www.flipkart.com/dell-60-96-cm-24-inch-hd-monitor-e2422hs-full-1920-x-1080-led-backlit-ips-panel-vga-hdmi-display-port-inbuilt-speakers-height-adjustable-3-years-warranty-black-response-time-10-ms/p/itme6f2d24c42c88?pid=MONG9JG7ZMHWZZGB&lid=LSTMONG9JG7ZMHWZZGB9RDGL7&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_15_358&otracker=AS_QueryStore_OrganicAutoSuggest_1_4_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_4_na_na_na&fm=organic&iid=2519dc0f-da14-431a-9b24-980c7c28142a.MONG9JG7ZMHWZZGB.SEARCH&ppt=None&ppn=None&ssid=rhyggaqam80000001740133788633&qH=08b5411f848a2581,Maximum Refresh Rate,"60 Hz (Analog), 60 Hz (Digital)"
https://www.flipkart.com/dell-60-96-cm-24-inch-hd-monitor-e2422hs-full-1920-x-1080-led-backlit-ips-panel-vga-hdmi-display-port-inbuilt-speakers-height-adjustable-3-years-warranty-black-response-time-10-ms/p/itme6f2d24c42c88?pid=MONG9JG7ZMHWZZGB&lid=LSTMONG9JG7ZMHWZZGB9RDGL7&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_15_358&otracker=AS_QueryStore_OrganicAutoSuggest_1_4_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_4_na_na_na&fm=organic&iid=2519dc0f-da14-431a-9b24-980c7c28142a.MONG9JG7ZMHWZZGB.SEARCH&ppt=None&ppn=None&ssid=rhyggaqam80000001740133788633&qH=08b5411f848a2581,Response Time,5 ms
https://www.flipkart.com/dell-60-96-cm-24-inch-hd-monitor-e2422hs-full-1920-x-1080-led-backlit-ips-panel-vga-hdmi-display-port-inbuilt-speakers-height-adjustable-3-years-warranty-black-response-time-10-ms/p/itme6f2d24c42c88?pid=MONG9JG7ZMHWZZGB&lid=LSTMONG9JG7ZMHWZZGB9RDGL7&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_15_358&otracker=AS_QueryStore_OrganicAutoSuggest_1_4_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_4_na_na_na&fm=organic&iid=2519dc0f-da14-431a-9b24-980c7c28142a.MONG9JG7ZMHWZZGB.SEARCH&ppt=None&ppn=None&ssid=rhyggaqam80000001740133788633&qH=08b5411f848a2581,Warranty Summary,3 years Advanced Exchange Service and Limited Hardware Warranty
https://www.flipkart.com/dell-60-96-cm-24-inch-hd-monitor-e2422hs-full-1920-x-1080-led-backlit-ips-panel-vga-hdmi-display-port-inbuilt-speakers-height-adjustable-3-years-warranty-black-response-time-10-ms/p/itme6f2d24c42c88?pid=MONG9JG7ZMHWZZGB&lid=LSTMONG9JG7ZMHWZZGB9RDGL7&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_15_358&otracker=AS_QueryStore_OrganicAutoSuggest_1_4_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_4_na_na_na&fm=organic&iid=2519dc0f-da14-431a-9b24-980c7c28142a.MONG9JG7ZMHWZZGB.SEARCH&ppt=None&ppn=None&ssid=rhyggaqam80000001740133788633&qH=08b5411f848a2581,Covered in Warranty,3 years Advanced Exchange Service and Limited Hardware Warranty
https://www.flipkart.com/dell-60-96-cm-24-inch-hd-monitor-e2422hs-full-1920-x-1080-led-backlit-ips-panel-vga-hdmi-display-port-inbuilt-speakers-height-adjustable-3-years-warranty-black-response-time-10-ms/p/itme6f2d24c42c88?pid=MONG9JG7ZMHWZZGB&lid=LSTMONG9JG7ZMHWZZGB9RDGL7&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_15_358&otracker=AS_QueryStore_OrganicAutoSuggest_1_4_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_4_na_na_na&fm=organic&iid=2519dc0f-da14-431a-9b24-980c7c28142a.MONG9JG7ZMHWZZGB.SEARCH&ppt=None&ppn=None&ssid=rhyggaqam80000001740133788633&qH=08b5411f848a2581,Not Covered in Warranty,"Warranty Does Not Cover: Software, Including without Limitation, the Operating System and Software added to the Dell-branded Hardware Products Through Our Factory-integration System, Third-party Software or the Reloading of Software. Non Dell-branded Products and Accessories. Problems that Result, Directly or Indirectly, From: External Causes Such as Accident, Abuse, Misuse or Problems with Electrical Power. Servicing not Authorized by Dell. Usage that is not in Accordance with Product Instructions. Failure to Follow the Product Instructions or Failure to Perform Preventive Maintenance. Using Accessories, Parts or Components Not Supplied by Dell. Commercial Hardware Products That Use, or in Which Have Been Installed, Products or Components That Have Not Been Provided by Dell. Products with Missing or Altered Service Tags or Serial Numbers. Products for Which Dell Has Not Received Payment. Normal Wear and Tear."
https://www.flipkart.com/acer-54-61-cm-21-5-inch-full-hd-ips-panel-monitor-b227q/p/itmf8syfqbbug9zv?pid=MONF8SYFP38HD3WX&lid=LSTMONF8SYFP38HD3WXRROPIG&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_15_359&otracker=AS_QueryStore_OrganicAutoSuggest_1_4_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_4_na_na_na&fm=organic&iid=2519dc0f-da14-431a-9b24-980c7c28142a.MONF8SYFP38HD3WX.SEARCH&ppt=None&ppn=None&ssid=rhyggaqam80000001740133788633&qH=08b5411f848a2581,Model Name,B227Q
https://www.flipkart.com/acer-54-61-cm-21-5-inch-full-hd-ips-panel-monitor-b227q/p/itmf8syfqbbug9zv?pid=MONF8SYFP38HD3WX&lid=LSTMONF8SYFP38HD3WXRROPIG&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_15_359&otracker=AS_QueryStore_OrganicAutoSuggest_1_4_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_4_na_na_na&fm=organic&iid=2519dc0f-da14-431a-9b24-980c7c28142a.MONF8SYFP38HD3WX.SEARCH&ppt=None&ppn=None&ssid=rhyggaqam80000001740133788633&qH=08b5411f848a2581,Color,Black
https://www.flipkart.com/acer-54-61-cm-21-5-inch-full-hd-ips-panel-monitor-b227q/p/itmf8syfqbbug9zv?pid=MONF8SYFP38HD3WX&lid=LSTMONF8SYFP38HD3WXRROPIG&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_15_359&otracker=AS_QueryStore_OrganicAutoSuggest_1_4_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_4_na_na_na&fm=organic&iid=2519dc0f-da14-431a-9b24-980c7c28142a.MONF8SYFP38HD3WX.SEARCH&ppt=None&ppn=None&ssid=rhyggaqam80000001740133788633&qH=08b5411f848a2581,Display,54.61 cm (21.5 inch) LED Backlit Display
https://www.flipkart.com/acer-54-61-cm-21-5-inch-full-hd-ips-panel-monitor-b227q/p/itmf8syfqbbug9zv?pid=MONF8SYFP38HD3WX&lid=LSTMONF8SYFP38HD3WXRROPIG&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_15_359&otracker=AS_QueryStore_OrganicAutoSuggest_1_4_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_4_na_na_na&fm=organic&iid=2519dc0f-da14-431a-9b24-980c7c28142a.MONF8SYFP38HD3WX.SEARCH&ppt=None&ppn=None&ssid=rhyggaqam80000001740133788633&qH=08b5411f848a2581,Panel Type,IPS Panel
https://www.flipkart.com/acer-54-61-cm-21-5-inch-full-hd-ips-panel-monitor-b227q/p/itmf8syfqbbug9zv?pid=MONF8SYFP38HD3WX&lid=LSTMONF8SYFP38HD3WXRROPIG&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_15_359&otracker=AS_QueryStore_OrganicAutoSuggest_1_4_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_4_na_na_na&fm=organic&iid=2519dc0f-da14-431a-9b24-980c7c28142a.MONF8SYFP38HD3WX.SEARCH&ppt=None&ppn=None&ssid=rhyggaqam80000001740133788633&qH=08b5411f848a2581,Resolution,1920 x 1080 pixels
https://www.flipkart.com/acer-54-61-cm-21-5-inch-full-hd-ips-panel-monitor-b227q/p/itmf8syfqbbug9zv?pid=MONF8SYFP38HD3WX&lid=LSTMONF8SYFP38HD3WXRROPIG&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_15_359&otracker=AS_QueryStore_OrganicAutoSuggest_1_4_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_4_na_na_na&fm=organic&iid=2519dc0f-da14-431a-9b24-980c7c28142a.MONF8SYFP38HD3WX.SEARCH&ppt=None&ppn=None&ssid=rhyggaqam80000001740133788633&qH=08b5411f848a2581,3D,No
https://www.flipkart.com/acer-54-61-cm-21-5-inch-full-hd-ips-panel-monitor-b227q/p/itmf8syfqbbug9zv?pid=MONF8SYFP38HD3WX&lid=LSTMONF8SYFP38HD3WXRROPIG&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_15_359&otracker=AS_QueryStore_OrganicAutoSuggest_1_4_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_4_na_na_na&fm=organic&iid=2519dc0f-da14-431a-9b24-980c7c28142a.MONF8SYFP38HD3WX.SEARCH&ppt=None&ppn=None&ssid=rhyggaqam80000001740133788633&qH=08b5411f848a2581,Screen Resolution Type,Full HD
https://www.flipkart.com/acer-54-61-cm-21-5-inch-full-hd-ips-panel-monitor-b227q/p/itmf8syfqbbug9zv?pid=MONF8SYFP38HD3WX&lid=LSTMONF8SYFP38HD3WXRROPIG&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_15_359&otracker=AS_QueryStore_OrganicAutoSuggest_1_4_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_4_na_na_na&fm=organic&iid=2519dc0f-da14-431a-9b24-980c7c28142a.MONF8SYFP38HD3WX.SEARCH&ppt=None&ppn=None&ssid=rhyggaqam80000001740133788633&qH=08b5411f848a2581,Sales Package,"1 Monitor, Power Adapter, VGA Cable, Display Cable"
https://www.flipkart.com/acer-54-61-cm-21-5-inch-full-hd-ips-panel-monitor-b227q/p/itmf8syfqbbug9zv?pid=MONF8SYFP38HD3WX&lid=LSTMONF8SYFP38HD3WXRROPIG&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_15_359&otracker=AS_QueryStore_OrganicAutoSuggest_1_4_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_4_na_na_na&fm=organic&iid=2519dc0f-da14-431a-9b24-980c7c28142a.MONF8SYFP38HD3WX.SEARCH&ppt=None&ppn=None&ssid=rhyggaqam80000001740133788633&qH=08b5411f848a2581,Screen Form Factor,Flat
https://www.flipkart.com/acer-54-61-cm-21-5-inch-full-hd-ips-panel-monitor-b227q/p/itmf8syfqbbug9zv?pid=MONF8SYFP38HD3WX&lid=LSTMONF8SYFP38HD3WXRROPIG&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_15_359&otracker=AS_QueryStore_OrganicAutoSuggest_1_4_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_4_na_na_na&fm=organic&iid=2519dc0f-da14-431a-9b24-980c7c28142a.MONF8SYFP38HD3WX.SEARCH&ppt=None&ppn=None&ssid=rhyggaqam80000001740133788633&qH=08b5411f848a2581,Number of Colors,16.7 M Colors
https://www.flipkart.com/acer-54-61-cm-21-5-inch-full-hd-ips-panel-monitor-b227q/p/itmf8syfqbbug9zv?pid=MONF8SYFP38HD3WX&lid=LSTMONF8SYFP38HD3WXRROPIG&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_15_359&otracker=AS_QueryStore_OrganicAutoSuggest_1_4_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_4_na_na_na&fm=organic&iid=2519dc0f-da14-431a-9b24-980c7c28142a.MONF8SYFP38HD3WX.SEARCH&ppt=None&ppn=None&ssid=rhyggaqam80000001740133788633&qH=08b5411f848a2581,Maximum Refresh Rate,"75 Hz (Analog), 75 Hz (Digital)"
https://www.flipkart.com/acer-54-61-cm-21-5-inch-full-hd-ips-panel-monitor-b227q/p/itmf8syfqbbug9zv?pid=MONF8SYFP38HD3WX&lid=LSTMONF8SYFP38HD3WXRROPIG&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_15_359&otracker=AS_QueryStore_OrganicAutoSuggest_1_4_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_4_na_na_na&fm=organic&iid=2519dc0f-da14-431a-9b24-980c7c28142a.MONF8SYFP38HD3WX.SEARCH&ppt=None&ppn=None&ssid=rhyggaqam80000001740133788633&qH=08b5411f848a2581,Contrast Ratio,100000000:1
https://www.flipkart.com/frontech-50-8-cm-20-inch-hd-led-backlit-va-panel-monitor-mon-0074/p/itm9e337ade78a95?pid=MONH3VBQMXCYT5SQ&lid=LSTMONH3VBQMXCYT5SQF9NE5M&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_15_342&otracker=AS_QueryStore_OrganicAutoSuggest_1_4_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_4_na_na_na&fm=organic&iid=en_7JZch0MLzpajxYszUaaK23eT_XyAuuyRiYvdEGsQ1ozy7v8Sm_wmYr58aRzRQJgsukE0sjoSmjpl4eH0BADDZw%3D%3D&ppt=None&ppn=None&ssid=rhyggaqam80000001740133788633&qH=08b5411f848a2581,Model Name,MON-0074
https://www.flipkart.com/frontech-50-8-cm-20-inch-hd-led-backlit-va-panel-monitor-mon-0074/p/itm9e337ade78a95?pid=MONH3VBQMXCYT5SQ&lid=LSTMONH3VBQMXCYT5SQF9NE5M&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_15_342&otracker=AS_QueryStore_OrganicAutoSuggest_1_4_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_4_na_na_na&fm=organic&iid=en_7JZch0MLzpajxYszUaaK23eT_XyAuuyRiYvdEGsQ1ozy7v8Sm_wmYr58aRzRQJgsukE0sjoSmjpl4eH0BADDZw%3D%3D&ppt=None&ppn=None&ssid=rhyggaqam80000001740133788633&qH=08b5411f848a2581,Series,-
https://www.flipkart.com/frontech-50-8-cm-20-inch-hd-led-backlit-va-panel-monitor-mon-0074/p/itm9e337ade78a95?pid=MONH3VBQMXCYT5SQ&lid=LSTMONH3VBQMXCYT5SQF9NE5M&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_15_342&otracker=AS_QueryStore_OrganicAutoSuggest_1_4_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_4_na_na_na&fm=organic&iid=en_7JZch0MLzpajxYszUaaK23eT_XyAuuyRiYvdEGsQ1ozy7v8Sm_wmYr58aRzRQJgsukE0sjoSmjpl4eH0BADDZw%3D%3D&ppt=None&ppn=None&ssid=rhyggaqam80000001740133788633&qH=08b5411f848a2581,Color,Black
https://www.flipkart.com/frontech-50-8-cm-20-inch-hd-led-backlit-va-panel-monitor-mon-0074/p/itm9e337ade78a95?pid=MONH3VBQMXCYT5SQ&lid=LSTMONH3VBQMXCYT5SQF9NE5M&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_15_342&otracker=AS_QueryStore_OrganicAutoSuggest_1_4_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_4_na_na_na&fm=organic&iid=en_7JZch0MLzpajxYszUaaK23eT_XyAuuyRiYvdEGsQ1ozy7v8Sm_wmYr58aRzRQJgsukE0sjoSmjpl4eH0BADDZw%3D%3D&ppt=None&ppn=None&ssid=rhyggaqam80000001740133788633&qH=08b5411f848a2581,Display,50.8 cm (20 inch) LED Display
https://www.flipkart.com/frontech-50-8-cm-20-inch-hd-led-backlit-va-panel-monitor-mon-0074/p/itm9e337ade78a95?pid=MONH3VBQMXCYT5SQ&lid=LSTMONH3VBQMXCYT5SQF9NE5M&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_15_342&otracker=AS_QueryStore_OrganicAutoSuggest_1_4_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_4_na_na_na&fm=organic&iid=en_7JZch0MLzpajxYszUaaK23eT_XyAuuyRiYvdEGsQ1ozy7v8Sm_wmYr58aRzRQJgsukE0sjoSmjpl4eH0BADDZw%3D%3D&ppt=None&ppn=None&ssid=rhyggaqam80000001740133788633&qH=08b5411f848a2581,Backlight,LED Backlit Backlight
https://www.flipkart.com/frontech-50-8-cm-20-inch-hd-led-backlit-va-panel-monitor-mon-0074/p/itm9e337ade78a95?pid=MONH3VBQMXCYT5SQ&lid=LSTMONH3VBQMXCYT5SQF9NE5M&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_15_342&otracker=AS_QueryStore_OrganicAutoSuggest_1_4_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_4_na_na_na&fm=organic&iid=en_7JZch0MLzpajxYszUaaK23eT_XyAuuyRiYvdEGsQ1ozy7v8Sm_wmYr58aRzRQJgsukE0sjoSmjpl4eH0BADDZw%3D%3D&ppt=None&ppn=None&ssid=rhyggaqam80000001740133788633&qH=08b5411f848a2581,Panel Type,VA Panel
https://www.flipkart.com/frontech-50-8-cm-20-inch-hd-led-backlit-va-panel-monitor-mon-0074/p/itm9e337ade78a95?pid=MONH3VBQMXCYT5SQ&lid=LSTMONH3VBQMXCYT5SQF9NE5M&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_15_342&otracker=AS_QueryStore_OrganicAutoSuggest_1_4_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_4_na_na_na&fm=organic&iid=en_7JZch0MLzpajxYszUaaK23eT_XyAuuyRiYvdEGsQ1ozy7v8Sm_wmYr58aRzRQJgsukE0sjoSmjpl4eH0BADDZw%3D%3D&ppt=None&ppn=None&ssid=rhyggaqam80000001740133788633&qH=08b5411f848a2581,Resolution,1600 x 900 pixels
https://www.flipkart.com/frontech-50-8-cm-20-inch-hd-led-backlit-va-panel-monitor-mon-0074/p/itm9e337ade78a95?pid=MONH3VBQMXCYT5SQ&lid=LSTMONH3VBQMXCYT5SQF9NE5M&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_15_342&otracker=AS_QueryStore_OrganicAutoSuggest_1_4_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_4_na_na_na&fm=organic&iid=en_7JZch0MLzpajxYszUaaK23eT_XyAuuyRiYvdEGsQ1ozy7v8Sm_wmYr58aRzRQJgsukE0sjoSmjpl4eH0BADDZw%3D%3D&ppt=None&ppn=None&ssid=rhyggaqam80000001740133788633&qH=08b5411f848a2581,3D,No
https://www.flipkart.com/frontech-50-8-cm-20-inch-hd-led-backlit-va-panel-monitor-mon-0074/p/itm9e337ade78a95?pid=MONH3VBQMXCYT5SQ&lid=LSTMONH3VBQMXCYT5SQF9NE5M&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_15_342&otracker=AS_QueryStore_OrganicAutoSuggest_1_4_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_4_na_na_na&fm=organic&iid=en_7JZch0MLzpajxYszUaaK23eT_XyAuuyRiYvdEGsQ1ozy7v8Sm_wmYr58aRzRQJgsukE0sjoSmjpl4eH0BADDZw%3D%3D&ppt=None&ppn=None&ssid=rhyggaqam80000001740133788633&qH=08b5411f848a2581,Screen Resolution Type,HD
https://www.flipkart.com/frontech-50-8-cm-20-inch-hd-led-backlit-va-panel-monitor-mon-0074/p/itm9e337ade78a95?pid=MONH3VBQMXCYT5SQ&lid=LSTMONH3VBQMXCYT5SQF9NE5M&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_15_342&otracker=AS_QueryStore_OrganicAutoSuggest_1_4_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_4_na_na_na&fm=organic&iid=en_7JZch0MLzpajxYszUaaK23eT_XyAuuyRiYvdEGsQ1ozy7v8Sm_wmYr58aRzRQJgsukE0sjoSmjpl4eH0BADDZw%3D%3D&ppt=None&ppn=None&ssid=rhyggaqam80000001740133788633&qH=08b5411f848a2581,Processor,-
https://www.flipkart.com/frontech-50-8-cm-20-inch-hd-led-backlit-va-panel-monitor-mon-0074/p/itm9e337ade78a95?pid=MONH3VBQMXCYT5SQ&lid=LSTMONH3VBQMXCYT5SQF9NE5M&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_15_342&otracker=AS_QueryStore_OrganicAutoSuggest_1_4_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_4_na_na_na&fm=organic&iid=en_7JZch0MLzpajxYszUaaK23eT_XyAuuyRiYvdEGsQ1ozy7v8Sm_wmYr58aRzRQJgsukE0sjoSmjpl4eH0BADDZw%3D%3D&ppt=None&ppn=None&ssid=rhyggaqam80000001740133788633&qH=08b5411f848a2581,Sales Package,"1 Monitor, 1 Power Cable, 1 Signal Cable, 1 Stand, 1 Manual"
https://www.flipkart.com/frontech-50-8-cm-20-inch-hd-led-backlit-va-panel-monitor-mon-0074/p/itm9e337ade78a95?pid=MONH3VBQMXCYT5SQ&lid=LSTMONH3VBQMXCYT5SQF9NE5M&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_15_342&otracker=AS_QueryStore_OrganicAutoSuggest_1_4_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_4_na_na_na&fm=organic&iid=en_7JZch0MLzpajxYszUaaK23eT_XyAuuyRiYvdEGsQ1ozy7v8Sm_wmYr58aRzRQJgsukE0sjoSmjpl4eH0BADDZw%3D%3D&ppt=None&ppn=None&ssid=rhyggaqam80000001740133788633&qH=08b5411f848a2581,Screen Form Factor,Flat
