system,specification_title,specification_title_value
https://www.flipkart.com/enter-50-8-cm-20-inch-full-hd-pls-panel-monitor-a09-1600-x-900-resolution-black-monitor/p/itmdd085037f0200?pid=MONGY2GAJQ3NUTYE&lid=LSTMONGY2GAJQ3NUTYEPNEGKB&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_15_356&otracker=AS_QueryStore_OrganicAutoSuggest_1_4_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_4_na_na_na&fm=organic&iid=2519dc0f-da14-431a-9b24-980c7c28142a.MONGY2GAJQ3NUTYE.SEARCH&ppt=None&ppn=None&ssid=rhyggaqam80000001740133788633&qH=08b5411f848a2581,Screen Form Factor,Flat
https://www.flipkart.com/lg-ultra-fine-monitor-68-58-cm-27-inch-4k-hd-led-backlit-ips-panel-vesa-displayhdr-400-usb-type-c-dci-p3-95-color-gamut-3-side-virtually-borderless-display-height-pivot-tilt-adjustable-stand-27up850n-wt-atrdckn/p/itm13b1f3109c5d2?pid=MONGHQ6Z2FQHQUTN&lid=LSTMONGHQ6Z2FQHQUTNMQMNGJ&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_15_352&otracker=AS_QueryStore_OrganicAutoSuggest_1_4_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_4_na_na_na&fm=organic&iid=2519dc0f-da14-431a-9b24-980c7c28142a.MONGHQ6Z2FQHQUTN.SEARCH&ppt=None&ppn=None&ssid=rhyggaqam80000001740133788633&qH=08b5411f848a2581,Display Screen Coating,Anti-glare
https://www.flipkart.com/lg-ultra-fine-monitor-68-58-cm-27-inch-4k-hd-led-backlit-ips-panel-vesa-displayhdr-400-usb-type-c-dci-p3-95-color-gamut-3-side-virtually-borderless-display-height-pivot-tilt-adjustable-stand-27up850n-wt-atrdckn/p/itm13b1f3109c5d2?pid=MONGHQ6Z2FQHQUTN&lid=LSTMONGHQ6Z2FQHQUTNMQMNGJ&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_15_352&otracker=AS_QueryStore_OrganicAutoSuggest_1_4_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_4_na_na_na&fm=organic&iid=2519dc0f-da14-431a-9b24-980c7c28142a.MONGHQ6Z2FQHQUTN.SEARCH&ppt=None&ppn=None&ssid=rhyggaqam80000001740133788633&qH=08b5411f848a2581,Maximum Refresh Rate,"60 Hz (Analog), 60 Hz (Digital)"
https://www.flipkart.com/enter-50-8-cm-20-inch-full-hd-pls-panel-monitor-a09-1600-x-900-resolution-black-monitor/p/itmdd085037f0200?pid=MONGY2GAJQ3NUTYE&lid=LSTMONGY2GAJQ3NUTYEPNEGKB&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_15_356&otracker=AS_QueryStore_OrganicAutoSuggest_1_4_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_4_na_na_na&fm=organic&iid=2519dc0f-da14-431a-9b24-980c7c28142a.MONGY2GAJQ3NUTYE.SEARCH&ppt=None&ppn=None&ssid=rhyggaqam80000001740133788633&qH=08b5411f848a2581,Maximum Refresh Rate,"60 Hz (Analog), 60 Hz (Digital)"
https://www.flipkart.com/enter-50-8-cm-20-inch-full-hd-pls-panel-monitor-a09-1600-x-900-resolution-black-monitor/p/itmdd085037f0200?pid=MONGY2GAJQ3NUTYE&lid=LSTMONGY2GAJQ3NUTYEPNEGKB&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_15_356&otracker=AS_QueryStore_OrganicAutoSuggest_1_4_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_4_na_na_na&fm=organic&iid=2519dc0f-da14-431a-9b24-980c7c28142a.MONGY2GAJQ3NUTYE.SEARCH&ppt=None&ppn=None&ssid=rhyggaqam80000001740133788633&qH=08b5411f848a2581,Response Time,6 ms
https://www.flipkart.com/enter-39-12-cm-15-4-inch-full-hd-monitor-inch-e-mo-a05-response-time-3-ms/p/itm7736a27110910?pid=MONGHCFJ6KATMYGA&lid=LSTMONGHCFJ6KATMYGAWSTKXA&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_15_347&otracker=AS_QueryStore_OrganicAutoSuggest_1_4_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_4_na_na_na&fm=organic&iid=2519dc0f-da14-431a-9b24-980c7c28142a.MONGHCFJ6KATMYGA.SEARCH&ppt=None&ppn=None&ssid=rhyggaqam80000001740133788633&qH=08b5411f848a2581,Model Name,15.4 inch Full HD Monitor (E-MO-A05) (Response Time: 3 ms)
https://www.flipkart.com/enter-39-12-cm-15-4-inch-full-hd-monitor-inch-e-mo-a05-response-time-3-ms/p/itm7736a27110910?pid=MONGHCFJ6KATMYGA&lid=LSTMONGHCFJ6KATMYGAWSTKXA&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_15_347&otracker=AS_QueryStore_OrganicAutoSuggest_1_4_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_4_na_na_na&fm=organic&iid=2519dc0f-da14-431a-9b24-980c7c28142a.MONGHCFJ6KATMYGA.SEARCH&ppt=None&ppn=None&ssid=rhyggaqam80000001740133788633&qH=08b5411f848a2581,Color,Multicolor
https://www.flipkart.com/enter-39-12-cm-15-4-inch-full-hd-monitor-inch-e-mo-a05-response-time-3-ms/p/itm7736a27110910?pid=MONGHCFJ6KATMYGA&lid=LSTMONGHCFJ6KATMYGAWSTKXA&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_15_347&otracker=AS_QueryStore_OrganicAutoSuggest_1_4_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_4_na_na_na&fm=organic&iid=2519dc0f-da14-431a-9b24-980c7c28142a.MONGHCFJ6KATMYGA.SEARCH&ppt=None&ppn=None&ssid=rhyggaqam80000001740133788633&qH=08b5411f848a2581,Display,39.12 cm (15.4 inch) 39.12 cm (15.4 inch) LED Display Display
https://www.flipkart.com/enter-39-12-cm-15-4-inch-full-hd-monitor-inch-e-mo-a05-response-time-3-ms/p/itm7736a27110910?pid=MONGHCFJ6KATMYGA&lid=LSTMONGHCFJ6KATMYGAWSTKXA&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_15_347&otracker=AS_QueryStore_OrganicAutoSuggest_1_4_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_4_na_na_na&fm=organic&iid=2519dc0f-da14-431a-9b24-980c7c28142a.MONGHCFJ6KATMYGA.SEARCH&ppt=None&ppn=None&ssid=rhyggaqam80000001740133788633&qH=08b5411f848a2581,Screen Resolution Type,Full HD
https://www.flipkart.com/enter-39-12-cm-15-4-inch-full-hd-monitor-inch-e-mo-a05-response-time-3-ms/p/itm7736a27110910?pid=MONGHCFJ6KATMYGA&lid=LSTMONGHCFJ6KATMYGAWSTKXA&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_15_347&otracker=AS_QueryStore_OrganicAutoSuggest_1_4_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_4_na_na_na&fm=organic&iid=2519dc0f-da14-431a-9b24-980c7c28142a.MONGHCFJ6KATMYGA.SEARCH&ppt=None&ppn=None&ssid=rhyggaqam80000001740133788633&qH=08b5411f848a2581,Sales Package,1
https://www.flipkart.com/enter-39-12-cm-15-4-inch-full-hd-monitor-inch-e-mo-a05-response-time-3-ms/p/itm7736a27110910?pid=MONGHCFJ6KATMYGA&lid=LSTMONGHCFJ6KATMYGAWSTKXA&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_15_347&otracker=AS_QueryStore_OrganicAutoSuggest_1_4_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_4_na_na_na&fm=organic&iid=2519dc0f-da14-431a-9b24-980c7c28142a.MONGHCFJ6KATMYGA.SEARCH&ppt=None&ppn=None&ssid=rhyggaqam80000001740133788633&qH=08b5411f848a2581,Screen Form Factor,Flat
https://www.flipkart.com/enter-39-12-cm-15-4-inch-full-hd-monitor-inch-e-mo-a05-response-time-3-ms/p/itm7736a27110910?pid=MONGHCFJ6KATMYGA&lid=LSTMONGHCFJ6KATMYGAWSTKXA&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_15_347&otracker=AS_QueryStore_OrganicAutoSuggest_1_4_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_4_na_na_na&fm=organic&iid=2519dc0f-da14-431a-9b24-980c7c28142a.MONGHCFJ6KATMYGA.SEARCH&ppt=None&ppn=None&ssid=rhyggaqam80000001740133788633&qH=08b5411f848a2581,Maximum Refresh Rate,"60 Hz (Analog), 60 Hz (Digital)"
https://www.flipkart.com/enter-39-12-cm-15-4-inch-full-hd-monitor-inch-e-mo-a05-response-time-3-ms/p/itm7736a27110910?pid=MONGHCFJ6KATMYGA&lid=LSTMONGHCFJ6KATMYGAWSTKXA&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_15_347&otracker=AS_QueryStore_OrganicAutoSuggest_1_4_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_4_na_na_na&fm=organic&iid=2519dc0f-da14-431a-9b24-980c7c28142a.MONGHCFJ6KATMYGA.SEARCH&ppt=None&ppn=None&ssid=rhyggaqam80000001740133788633&qH=08b5411f848a2581,Response Time,3 ms
https://www.flipkart.com/dell-s-series-68-58-cm-27-inch-full-hd-ips-panel-5-years-warranty-99-srgb-low-blue-light-technology-hdmi-x2-tilt-adjustment-3-sided-bezel-less-monitor-s2721hnm-s2721hn/p/itme14d367b6a471?pid=MONGYDFQE2JJHNF3&lid=LSTMONGYDFQE2JJHNF3HYP52D&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_15_337&otracker=AS_QueryStore_OrganicAutoSuggest_1_4_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_4_na_na_na&fm=organic&iid=en_7JZch0MLzpajxYszUaaK23eT_XyAuuyRiYvdEGsQ1oxZTViTYtQA9QRgFKdCpYzDf1y-X2NWot89dSL7aCHPrvUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=rhyggaqam80000001740133788633&qH=08b5411f848a2581,Model Name,S2721HNM / S2721HN
https://www.flipkart.com/dell-s-series-68-58-cm-27-inch-full-hd-ips-panel-5-years-warranty-99-srgb-low-blue-light-technology-hdmi-x2-tilt-adjustment-3-sided-bezel-less-monitor-s2721hnm-s2721hn/p/itme14d367b6a471?pid=MONGYDFQE2JJHNF3&lid=LSTMONGYDFQE2JJHNF3HYP52D&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_15_337&otracker=AS_QueryStore_OrganicAutoSuggest_1_4_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_4_na_na_na&fm=organic&iid=en_7JZch0MLzpajxYszUaaK23eT_XyAuuyRiYvdEGsQ1oxZTViTYtQA9QRgFKdCpYzDf1y-X2NWot89dSL7aCHPrvUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=rhyggaqam80000001740133788633&qH=08b5411f848a2581,Series,S Series
https://www.flipkart.com/dell-s-series-68-58-cm-27-inch-full-hd-ips-panel-5-years-warranty-99-srgb-low-blue-light-technology-hdmi-x2-tilt-adjustment-3-sided-bezel-less-monitor-s2721hnm-s2721hn/p/itme14d367b6a471?pid=MONGYDFQE2JJHNF3&lid=LSTMONGYDFQE2JJHNF3HYP52D&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_15_337&otracker=AS_QueryStore_OrganicAutoSuggest_1_4_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_4_na_na_na&fm=organic&iid=en_7JZch0MLzpajxYszUaaK23eT_XyAuuyRiYvdEGsQ1oxZTViTYtQA9QRgFKdCpYzDf1y-X2NWot89dSL7aCHPrvUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=rhyggaqam80000001740133788633&qH=08b5411f848a2581,Color,Grey
https://www.flipkart.com/dell-s-series-68-58-cm-27-inch-full-hd-ips-panel-5-years-warranty-99-srgb-low-blue-light-technology-hdmi-x2-tilt-adjustment-3-sided-bezel-less-monitor-s2721hnm-s2721hn/p/itme14d367b6a471?pid=MONGYDFQE2JJHNF3&lid=LSTMONGYDFQE2JJHNF3HYP52D&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_15_337&otracker=AS_QueryStore_OrganicAutoSuggest_1_4_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_4_na_na_na&fm=organic&iid=en_7JZch0MLzpajxYszUaaK23eT_XyAuuyRiYvdEGsQ1oxZTViTYtQA9QRgFKdCpYzDf1y-X2NWot89dSL7aCHPrvUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=rhyggaqam80000001740133788633&qH=08b5411f848a2581,Display,68.58 cm (27 inch) LED Display
https://www.flipkart.com/dell-s-series-68-58-cm-27-inch-full-hd-ips-panel-5-years-warranty-99-srgb-low-blue-light-technology-hdmi-x2-tilt-adjustment-3-sided-bezel-less-monitor-s2721hnm-s2721hn/p/itme14d367b6a471?pid=MONGYDFQE2JJHNF3&lid=LSTMONGYDFQE2JJHNF3HYP52D&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_15_337&otracker=AS_QueryStore_OrganicAutoSuggest_1_4_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_4_na_na_na&fm=organic&iid=en_7JZch0MLzpajxYszUaaK23eT_XyAuuyRiYvdEGsQ1oxZTViTYtQA9QRgFKdCpYzDf1y-X2NWot89dSL7aCHPrvUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=rhyggaqam80000001740133788633&qH=08b5411f848a2581,Panel Type,IPS Panel
https://www.flipkart.com/dell-s-series-68-58-cm-27-inch-full-hd-ips-panel-5-years-warranty-99-srgb-low-blue-light-technology-hdmi-x2-tilt-adjustment-3-sided-bezel-less-monitor-s2721hnm-s2721hn/p/itme14d367b6a471?pid=MONGYDFQE2JJHNF3&lid=LSTMONGYDFQE2JJHNF3HYP52D&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_15_337&otracker=AS_QueryStore_OrganicAutoSuggest_1_4_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_4_na_na_na&fm=organic&iid=en_7JZch0MLzpajxYszUaaK23eT_XyAuuyRiYvdEGsQ1oxZTViTYtQA9QRgFKdCpYzDf1y-X2NWot89dSL7aCHPrvUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=rhyggaqam80000001740133788633&qH=08b5411f848a2581,Resolution,1920 x 1080 pixels
https://www.flipkart.com/dell-s-series-68-58-cm-27-inch-full-hd-ips-panel-5-years-warranty-99-srgb-low-blue-light-technology-hdmi-x2-tilt-adjustment-3-sided-bezel-less-monitor-s2721hnm-s2721hn/p/itme14d367b6a471?pid=MONGYDFQE2JJHNF3&lid=LSTMONGYDFQE2JJHNF3HYP52D&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_15_337&otracker=AS_QueryStore_OrganicAutoSuggest_1_4_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_4_na_na_na&fm=organic&iid=en_7JZch0MLzpajxYszUaaK23eT_XyAuuyRiYvdEGsQ1oxZTViTYtQA9QRgFKdCpYzDf1y-X2NWot89dSL7aCHPrvUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=rhyggaqam80000001740133788633&qH=08b5411f848a2581,Screen Resolution Type,Full HD
https://www.flipkart.com/dell-s-series-68-58-cm-27-inch-full-hd-ips-panel-5-years-warranty-99-srgb-low-blue-light-technology-hdmi-x2-tilt-adjustment-3-sided-bezel-less-monitor-s2721hnm-s2721hn/p/itme14d367b6a471?pid=MONGYDFQE2JJHNF3&lid=LSTMONGYDFQE2JJHNF3HYP52D&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_15_337&otracker=AS_QueryStore_OrganicAutoSuggest_1_4_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_4_na_na_na&fm=organic&iid=en_7JZch0MLzpajxYszUaaK23eT_XyAuuyRiYvdEGsQ1oxZTViTYtQA9QRgFKdCpYzDf1y-X2NWot89dSL7aCHPrvUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=rhyggaqam80000001740133788633&qH=08b5411f848a2581,Sales Package,"1 Monitor, HDMI Cable"
https://www.flipkart.com/dell-s-series-68-58-cm-27-inch-full-hd-ips-panel-5-years-warranty-99-srgb-low-blue-light-technology-hdmi-x2-tilt-adjustment-3-sided-bezel-less-monitor-s2721hnm-s2721hn/p/itme14d367b6a471?pid=MONGYDFQE2JJHNF3&lid=LSTMONGYDFQE2JJHNF3HYP52D&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_15_337&otracker=AS_QueryStore_OrganicAutoSuggest_1_4_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_4_na_na_na&fm=organic&iid=en_7JZch0MLzpajxYszUaaK23eT_XyAuuyRiYvdEGsQ1oxZTViTYtQA9QRgFKdCpYzDf1y-X2NWot89dSL7aCHPrvUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=rhyggaqam80000001740133788633&qH=08b5411f848a2581,Screen Form Factor,Flat
https://www.flipkart.com/dell-s-series-68-58-cm-27-inch-full-hd-ips-panel-5-years-warranty-99-srgb-low-blue-light-technology-hdmi-x2-tilt-adjustment-3-sided-bezel-less-monitor-s2721hnm-s2721hn/p/itme14d367b6a471?pid=MONGYDFQE2JJHNF3&lid=LSTMONGYDFQE2JJHNF3HYP52D&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_15_337&otracker=AS_QueryStore_OrganicAutoSuggest_1_4_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_4_na_na_na&fm=organic&iid=en_7JZch0MLzpajxYszUaaK23eT_XyAuuyRiYvdEGsQ1oxZTViTYtQA9QRgFKdCpYzDf1y-X2NWot89dSL7aCHPrvUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=rhyggaqam80000001740133788633&qH=08b5411f848a2581,HD Standard,1080p
https://www.flipkart.com/dell-s-series-68-58-cm-27-inch-full-hd-ips-panel-5-years-warranty-99-srgb-low-blue-light-technology-hdmi-x2-tilt-adjustment-3-sided-bezel-less-monitor-s2721hnm-s2721hn/p/itme14d367b6a471?pid=MONGYDFQE2JJHNF3&lid=LSTMONGYDFQE2JJHNF3HYP52D&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_15_337&otracker=AS_QueryStore_OrganicAutoSuggest_1_4_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_4_na_na_na&fm=organic&iid=en_7JZch0MLzpajxYszUaaK23eT_XyAuuyRiYvdEGsQ1oxZTViTYtQA9QRgFKdCpYzDf1y-X2NWot89dSL7aCHPrvUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=rhyggaqam80000001740133788633&qH=08b5411f848a2581,Display Screen Coating,Anti Glare
https://www.flipkart.com/dell-s-series-68-58-cm-27-inch-full-hd-ips-panel-5-years-warranty-99-srgb-low-blue-light-technology-hdmi-x2-tilt-adjustment-3-sided-bezel-less-monitor-s2721hnm-s2721hn/p/itme14d367b6a471?pid=MONGYDFQE2JJHNF3&lid=LSTMONGYDFQE2JJHNF3HYP52D&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_15_337&otracker=AS_QueryStore_OrganicAutoSuggest_1_4_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_4_na_na_na&fm=organic&iid=en_7JZch0MLzpajxYszUaaK23eT_XyAuuyRiYvdEGsQ1oxZTViTYtQA9QRgFKdCpYzDf1y-X2NWot89dSL7aCHPrvUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=rhyggaqam80000001740133788633&qH=08b5411f848a2581,Maximum Refresh Rate,"75 Hz (Analog), 75 Hz (Digital)"
https://www.flipkart.com/asus-tuf-68-58-cm-27-inch-full-hd-led-backlit-ips-panel-gaming-monitor-vg279q1r/p/itm322734f9d8243?pid=MONG9XK29PWWTPNT&lid=LSTMONG9XK29PWWTPNTYJVVCY&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_15_346&otracker=AS_QueryStore_OrganicAutoSuggest_1_4_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_4_na_na_na&fm=organic&iid=2519dc0f-da14-431a-9b24-980c7c28142a.MONG9XK29PWWTPNT.SEARCH&ppt=None&ppn=None&ssid=rhyggaqam80000001740133788633&qH=08b5411f848a2581,Model Name,VG279Q1R
https://www.flipkart.com/asus-tuf-68-58-cm-27-inch-full-hd-led-backlit-ips-panel-gaming-monitor-vg279q1r/p/itm322734f9d8243?pid=MONG9XK29PWWTPNT&lid=LSTMONG9XK29PWWTPNTYJVVCY&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_15_346&otracker=AS_QueryStore_OrganicAutoSuggest_1_4_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_4_na_na_na&fm=organic&iid=2519dc0f-da14-431a-9b24-980c7c28142a.MONG9XK29PWWTPNT.SEARCH&ppt=None&ppn=None&ssid=rhyggaqam80000001740133788633&qH=08b5411f848a2581,Series,TUF
https://www.flipkart.com/asus-tuf-68-58-cm-27-inch-full-hd-led-backlit-ips-panel-gaming-monitor-vg279q1r/p/itm322734f9d8243?pid=MONG9XK29PWWTPNT&lid=LSTMONG9XK29PWWTPNTYJVVCY&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_15_346&otracker=AS_QueryStore_OrganicAutoSuggest_1_4_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_4_na_na_na&fm=organic&iid=2519dc0f-da14-431a-9b24-980c7c28142a.MONG9XK29PWWTPNT.SEARCH&ppt=None&ppn=None&ssid=rhyggaqam80000001740133788633&qH=08b5411f848a2581,Color,Black
https://www.flipkart.com/asus-tuf-68-58-cm-27-inch-full-hd-led-backlit-ips-panel-gaming-monitor-vg279q1r/p/itm322734f9d8243?pid=MONG9XK29PWWTPNT&lid=LSTMONG9XK29PWWTPNTYJVVCY&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_15_346&otracker=AS_QueryStore_OrganicAutoSuggest_1_4_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_4_na_na_na&fm=organic&iid=2519dc0f-da14-431a-9b24-980c7c28142a.MONG9XK29PWWTPNT.SEARCH&ppt=None&ppn=None&ssid=rhyggaqam80000001740133788633&qH=08b5411f848a2581,Display,68.58 cm (27 inch) LED Display
https://www.flipkart.com/asus-tuf-68-58-cm-27-inch-full-hd-led-backlit-ips-panel-gaming-monitor-vg279q1r/p/itm322734f9d8243?pid=MONG9XK29PWWTPNT&lid=LSTMONG9XK29PWWTPNTYJVVCY&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_15_346&otracker=AS_QueryStore_OrganicAutoSuggest_1_4_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_4_na_na_na&fm=organic&iid=2519dc0f-da14-431a-9b24-980c7c28142a.MONG9XK29PWWTPNT.SEARCH&ppt=None&ppn=None&ssid=rhyggaqam80000001740133788633&qH=08b5411f848a2581,Backlight,LED Backlit Backlight
https://www.flipkart.com/asus-tuf-68-58-cm-27-inch-full-hd-led-backlit-ips-panel-gaming-monitor-vg279q1r/p/itm322734f9d8243?pid=MONG9XK29PWWTPNT&lid=LSTMONG9XK29PWWTPNTYJVVCY&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_15_346&otracker=AS_QueryStore_OrganicAutoSuggest_1_4_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_4_na_na_na&fm=organic&iid=2519dc0f-da14-431a-9b24-980c7c28142a.MONG9XK29PWWTPNT.SEARCH&ppt=None&ppn=None&ssid=rhyggaqam80000001740133788633&qH=08b5411f848a2581,Panel Type,IPS Panel
https://www.flipkart.com/asus-tuf-68-58-cm-27-inch-full-hd-led-backlit-ips-panel-gaming-monitor-vg279q1r/p/itm322734f9d8243?pid=MONG9XK29PWWTPNT&lid=LSTMONG9XK29PWWTPNTYJVVCY&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_15_346&otracker=AS_QueryStore_OrganicAutoSuggest_1_4_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_4_na_na_na&fm=organic&iid=2519dc0f-da14-431a-9b24-980c7c28142a.MONG9XK29PWWTPNT.SEARCH&ppt=None&ppn=None&ssid=rhyggaqam80000001740133788633&qH=08b5411f848a2581,Resolution,1920 x 1080 pixels
https://www.flipkart.com/asus-tuf-68-58-cm-27-inch-full-hd-led-backlit-ips-panel-gaming-monitor-vg279q1r/p/itm322734f9d8243?pid=MONG9XK29PWWTPNT&lid=LSTMONG9XK29PWWTPNTYJVVCY&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_15_346&otracker=AS_QueryStore_OrganicAutoSuggest_1_4_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_4_na_na_na&fm=organic&iid=2519dc0f-da14-431a-9b24-980c7c28142a.MONG9XK29PWWTPNT.SEARCH&ppt=None&ppn=None&ssid=rhyggaqam80000001740133788633&qH=08b5411f848a2581,Screen Resolution Type,Full HD
https://www.flipkart.com/asus-tuf-68-58-cm-27-inch-full-hd-led-backlit-ips-panel-gaming-monitor-vg279q1r/p/itm322734f9d8243?pid=MONG9XK29PWWTPNT&lid=LSTMONG9XK29PWWTPNTYJVVCY&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_15_346&otracker=AS_QueryStore_OrganicAutoSuggest_1_4_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_4_na_na_na&fm=organic&iid=2519dc0f-da14-431a-9b24-980c7c28142a.MONG9XK29PWWTPNT.SEARCH&ppt=None&ppn=None&ssid=rhyggaqam80000001740133788633&qH=08b5411f848a2581,Sales Package,"1 Monitor, Display Port Cable, HDMI Cable, Power Adapter, Power Cord, Quick Start Guide, Warranty Card"
https://www.flipkart.com/asus-tuf-68-58-cm-27-inch-full-hd-led-backlit-ips-panel-gaming-monitor-vg279q1r/p/itm322734f9d8243?pid=MONG9XK29PWWTPNT&lid=LSTMONG9XK29PWWTPNTYJVVCY&marketplace=FLIPKART&q=monitor&store=6bo%2Fg0i%2F9no&srno=s_15_346&otracker=AS_QueryStore_OrganicAutoSuggest_1_4_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_4_na_na_na&fm=organic&iid=2519dc0f-da14-431a-9b24-980c7c28142a.MONG9XK29PWWTPNT.SEARCH&ppt=None&ppn=None&ssid=rhyggaqam80000001740133788633&qH=08b5411f848a2581,Screen Form Factor,Flat
